Key,english
DFSpawnWolfBaseMale,Baby Wolf (Male)
DFresourceNanites,Nanites
DFresourceNanitesDesc,Microscopic robots with a variety of applications. Rumour has it they were used to enhance physical prowess.
DFresourceDemonicEssence,Demonic Essence
DFresourceDemonicEssenceDesc,You probably don't want to touch this with your hands. May provide enhancement benefits when used correctly.
DFtitaniumBars,Titanium Bars
DFtitaniumBarsCentered,Titanium Bars Centered
DFtitaniumBlock,Titanium Block
DFtitaniumBlockVariantHelper,Titanium Block
DFtitaniumArch,Titanium Arch 2m
DFtitaniumArrowSlitHalf,Titanium Arrow Slit
DFtitaniumCNRFull,Titanium Full Corner
DFtitaniumCNRInside,Titanium Inside Corner
DFtitaniumCNRRamp,Titanium Ramp Corner
DFtitaniumCNRRampFiller,Titanium Ramp Corner Filler
DFtitaniumCNRRound,Titanium Corner Round
DFtitaniumCNRRoundTop,Titanium Corner Round Top
DFtitaniumCTREighth,Titanium CTR Eighth
DFtitaniumCTRPlate,Titanium Plate Centered
DFtitaniumCTRpole,Titanium Pole Centered
DFtitaniumEighth,Titanium 1/8 Block
DFtitaniumGableInvertedHalf,Titanium Gable Inverted Half
DFtitaniumGableInvertedQuarter,Titanium Gable Inverted Quarter
DFtitaniumGableInvertedSteep,Titanium Gable Inverted Steep
DFtitaniumGableQuarter,Titanium Gable Quarter
DFtitaniumHalf,Titanium 1/2 Block
DFtitaniumPillar100,Titanium Pillar 100
DFtitaniumPillar100Cap,Titanium Pillar 100 Cap
DFtitaniumPillar50,Titanium Pillar 50
DFtitaniumPlate,Titanium Plate
DFtitaniumPlateOffset,Titanium Plate Offset
DFtitaniumPole,Titanium Pole
DFtitaniumPyramid,Titanium Pyramid
DFtitaniumQuarter,Titanium 1/4 Block
DFtitaniumQuarterCNR,Titanium 1/4 Corner
DFtitaniumQuarterCNR3Way,Titanium 1/4 Corner 3Way
DFtitaniumQuarterSCtr,Titanium 1/4 SCtr
DFtitaniumQuarterTeeSCtr,Titanium 1/4 T SCtr
DFtitaniumRamp,Titanium Ramp
DFtitaniumStairs25,Titanium Stairs
DFtitaniumStairs25CornerCNR,Titanium Stairs Corner
DFtitaniumStairsFilledRailingLeft,"Titanium Stairs, Railing Left"
DFtitaniumStairsFilledRailingRight,"Titanium Stairs, Railing Right"
DFtitaniumSupport,Titanium Support
DFtitaniumWedge,Titanium Wedge
DFtitaniumWedgeCNRInsideBottom,Titanium Wedge Inside Corner Bottom
DFtitaniumWedgeCNRInsideSteepBase,Titanium Wedge Steep Inside Corner Base
DFtitaniumWedgeCNRInsideSteepTop,Titanium Wedge Steep Inside Corner Top
DFtitaniumWedgeCNRInsideTop,Titanium Wedge Inside Corner Top
DFtitaniumWedgeCNRSteepBase,Titanium Wedge Steep Corner Base
DFtitaniumWedgeCNRSteepTop,Titanium Wedge Steep Corner Top
DFtitaniumWedgeIncline,Titanium Wedge Incline
DFtitaniumWedgeStairs,Titanium Wedge Stairs
DFtitaniumWedgeTip,Titanium Wedge Tip
DFtitaniumWedgeTipCNRFullBottom,Titanium Wedge Full Corner Bottom
DFtitaniumWedgeTipCNRFullTop,Titanium Wedge Full Corner Top
DFtitaniumWedgeTipStairs,Titanium Wedge Tip Stairs
cntAnimalWater,Animal Water Storage
cntAnimalWaterDesc,Box used to store water items for animals to drink.
cntAnimalFood,Animal Food Storage
cntAnimalFoodDesc,Box used to store food items for animals to eat from.
cntChickennest,Chicken Nest
cntChickennestDesc,This is required for chickens to lay eggs.
CCTVLinkTool,CCTV Link Tool
CCTVLinkToolDesc,Tool used for linking CCTV cameras to CCTV screens.
CCTVScreen,CCTV Screen
CCTVScreenDesc,Displays images from a CCTV camera when properly connected.
CCTVCam,CCTV Camera
CCTVCamDesc,Used to observe outside your base when properly hooked up to a screen.
autoTurretSteelCased,Auto Turret (Steel)
autoTurretSteelCasedDesc,"A motion sensing bullet hose. No really, this thing eats ammunition. Uses 9mm steel bullets."
DFautoTurretMk2,Auto Turret Mk2
DFautoTurretMk2Desc,"An upgraded version of the Auto Turret that uses an AK-47. It still eats ammunition, but does more damage."
DFautoTurretMk2SteelCased,Auto Turret Mk2 (Steel)
DFautoTurretMk2SteelCasedDesc,"An upgraded version of the Auto Turret that uses an AK-47. It still eats ammunition, but does more damage. Uses 7.62mm steel bullets."
DFshotgunTurretMk2,Shotgun Turret Mk2
DFshotgunTurretMk2Desc,"A motion sensing shotgun turret, except this one takes slugs for maximum damage."
DFMythShades,[DECEA3]Mythixdino's Shades[-]
DFMythShadesDesc,Super rare shades that increases the chances of better loot and more quest rewards.
DFresourceHollowPointTip,Hollow Tip
HollowPointTipDesc,These bullet tips have been hollowed out to maximize damage.
DFresourceAPTip,Armor Piercing Tip
APTipDesc,These bullet tips have a solid iron core to maximize penetration.
DFammo9mmHP,9mm Hollow Point Bullet
9mmBulletHPDesc,These bullets have had their points hollowed out to maximize impact damage.
DFammo44MagnumHP,.44 Magnum Hollow Point Bullet
44MagBulletHPDesc,These bullets have had their points hollowed out to maximize impact damage.
DFammo762HP,7.62mm Hollow Point Bullet
762mmBulletHPDesc,These bullets have had their points hollowed out to maximize impact damage.
DF44MagCoilroundHP,.44 Magnum Hollow Point Coilround
44MagCoilroundHPDesc,"These bullets have had their points hollowed out and do not use gunpowder in crafting, but are otherwise identical to 44 magnum hollow point rounds."
DF762mmCoilroundHP,7.62mm Hollow Point Coilround
762mmCoilroundHPDesc,"These bullets have had their points hollowed out and do not use gunpowder in crafting, but are otherwise identical to 7.62 hollow point rounds."
modGunMeleeFeelTheHeat,Feel The Heat
modGunMeleeFlammableOil,Flammable Oil Mod
modGunMeleeLiquidNitrogen,Liquid Nitrogen Mod
modGunMeleeNiCdBattery,NiCd Battery Mod
modArmorStoragePocket,Pocket Mod
modArmorDoubleStoragePocket,Double Pocket Mod
modArmorTripleStoragePocket,Triple Pocket Mod
DFVehicleWorkstation,Mechanic's Workstation
DFVehicleWorkstationDesc,"Allows the crafting of advanced vehicles, vehicle mods and modded vehicles. Unique to the master mechanic."
vehiclemoddedPlaceableGroupDesc,This vehicle is modified in some way. It can be placed into the world like a block using the secondary action.
DFantirad,Anti-Radiation Pills
antiradDesc,Anti-Radiation pills cure most radiation and have a chance to provide protection against it.
buffAntiradName,Anti-Radiation Medication
buffAntiradDesc,"While the anti-radiation medication is in your system, you are temporarily immune to further radition effects as if wearing a hazmat suit."
buffAntiradTooltip,You are temporarily immune to further radiation.
buffSterileBandageName,AOE Healing Buff
buffSterileBandageDesc,You have been healed by another player.
buffSterileBandageTooltip,You have been healed by another player.
buffAnimalPoison1Name,Animal Poison
buffAnimalPoison1Desc,"A poisonous animal has bitten you at some point. Blood Draw kits might cure you, but the paramedic kit is guaranteed to cure you."
buffAnimalPoison1Tooltip,You have been poisoned by an animal.
DFSupplyCrateDead,Supply Crate
DFSupplyCrateDeadLoot,Supply Crate
DFVehicleModArmor,Vehicle Mod: Armor Plating
DFVehicleModStorage,Vehicle Mod: Expanded Storage
DFVehicleModStorageDesc,Increases the vehicles storage capacity to the next vehicle up in the list (Approx 10 slots).
DFVehicleModTurbo,Vehicle Mod: Engine Turbo
DFVehicleModFuelStorage,Vehicle Mod: Fuel Storage
DFVehicleModFuelStorageDesc,Increases the vehicles fuel capacity by 50%
DFVehicleModEco,Vehicle Mod: Engine Economy
playerSciFiDoubleDoor,SciFi Double Door
playerSciFiDoor,SciFi Single Door
scifiDoorGroupDesc,Press & hold [activate] to lock it or set a combination. Repair with forged titanium and a titanium clawhammer using the secondary action.
modGunMagazineExtenderAdv,Advanced Magazine Extender
modGunMagazineExtenderAdvDesc,Increases magazine capacity by 100%.
modXPNerf,Mining XP Reduction
modXPNerfDesc,Reduces XP gained from mining by 50%. Useful for players who wish to control their gamestage.
modGunMeleeShredderAmmo,Armor Shredder Ammo
DFzombieBuisnesswoman,Zombie Businesswoman
DFzombieBuisnesswomanFeral,Feral Zombie Businesswoman
DFzombieMaleStripper,Zombie Stripper
DFzombieMaleStripperFeral,Feral Zombie Stripper
DFzombieBadGirl,Skater Punk Zombie
DFzombieBadGirlFeral,Feral Skater Punk
DFzombieBikerFemale,Zombie Biker
DFzombieBikerFemaleFeral,Feral Zombie Biker
DFzombieDoctorMale,Former Doctor
DFzombieDoctorFemale,Former Doctor
DFzombieDoctorMaleFeral,Feral Former Doctor
DFzombieDoctorFemaleFeral,Feral Former Doctor
DFzombieChildFemale,Deceased Girl
DFzombieChildFemale2,Tarty Teen
DFzombieChildFemaleFeral,Feral Deceased Girl
DFzombieChildFemaleFeral2,Feral Tarty Teen
DFzombieChildMale,Young Fan
DFzombieChildMale2,Festering Kid
DFzombieChildMale3,Tough Teen
DFzombieChildMaleFeral,Feral Young Fan
DFzombieChildMaleFeral2,Feral Festering Kid
DFzombieChildMaleFeral3,Feral Tough Teen
zombieBehemothFemale,Zombie Behemoth
zombieBehemothRadiatedFemale,Radiated Behemoth
DFzombieBehemoth,Zombie Behemoth
DFzombieBehemothRadiated,Radiated Behemoth
DFzombieBob,Zombie Trader Bob
DFzombieJoel,Zombie Trader Joel
DFzombieJimmy,Zombie Trader Jimmy
DFzombieHugh,Zombie Trader Hugh
DFzombieRekt,Zombie Trader Rekt
DFzombieGuardMale,Zombie Guard
DFzombieGuardMale2,Zombie Guard
DFzombieGuardMale3,Zombie Guard
DFzombieGuardMale4,Zombie Guard
DFzombieGuardMale5,Zombie Guard
DFzombieGuardFemale,Zombie Guard
DFzombieGuardFemale2,Zombie Guard
DFzombieGuardFemale3,Zombie Guard
DFzombieGuardFemale4,Zombie Guard
DFzombieGuardFemale5,Zombie Guard
DFnpcTraderCaitlin,Trader Caitlin
DFnpcGuardCaptain,White River Scout
DFnpcMaleGuard1,Trader Guard
DFnpcMaleGuard2,Trader Guard
DFnpcMaleGuard3,Trader Guard
DFnpcMaleGuard4,Trader Guard
DFnpcMaleGuard5,Trader Guard
DFnpcFemaleGuard1,Trader Guard
DFnpcFemaleGuard2,Trader Guard
DFnpcFemaleGuard3,Trader Guard
DFnpcFemaleGuard4,Trader Guard
DFnpcFemaleGuard5,Trader Guard
zombieArlene,Putrid Girl
zombieArleneFeral,Feral Putrid Girl
zombieBiker,Zombie Biker
zombieBoe,Infected Survivor
zombieBoeFeral,Feral Infected Survivor
zombieBurnt,Burn Victim
zombieBusinessMan,Zombie Businessman
zombieBusinessManFeral,Feral Zombie Businessman
zombieDarlene,Decayed Mother
zombieDarleneFeral,Feral Mother
zombieFarmer,Zombie Farmer
zombieFarmerFeral,Feral Zombie Farmer
zombieFatCop,Infected Policeman
zombieFatCopFeral,Feral Policeman
zombieFatCopRadiated,Radiated Policeman
zombieFatHawaiian,Disturbed Tourist
zombieFatHawaiianFeral,Feral Tourist
zombieFemaleFat,Hungry Zombie
zombieFemaleFatFeral,Feral Hungry Zombie
zombieJoe,Festering Cadaver
zombieJoeFeral,Feral Cadaver
zombieMaleHazmat,Hazardous Worker
zombieMarlene,Departed Woman
zombieMarleneFeral,Feral Woman
zombieMoe,Bloated Walker
zombieMoeFeral,Feral Bloated Walker
zombieNurse,Plagued Nurse
zombieNurseFeral,Feral Nurse
zombieScreamer,Screamer Zombie
zombieScreamerFeral,Feral Screamer
zombieSkateboarder,Skater Punk Zombie
zombieSkateboarderFeral,Feral Skater Zombie
zombieSnow,Frozen Lumberjack
zombieSnowFeral,Feral Frozen Lumberjack
zombieSoldier,Fallen Soldier
zombieSoldierFeral,Feral Soldier
zombieSpider,Spider Zombie
zombieSpiderFeral,Feral Spider Zombie
zombieSteve,Reanimated Corpse
zombieSteveCrawler,Crawler
zombieSteveCrawlerFeral,Feral Crawler
zombieSteveFeral,Feral Corpse
zombieStripper,Zombie Stripper
zombieStripperFeral,Feral Stripper
zombieUtilityWorker,Utility Worker Zombie
zombieUtilityWorkerFeral,Feral Utility Worker
zombieWightFeral,Feral Wight
zombieYo,Rotting Carcass
zombieYoFeral,Feral Carcass
zombieBurntFeral,Feral Burn Victim
zombieBoeRadiatedWeak,Decaying Radiated Infected Survivor
zombieFemaleFatRadiatedWeak,Decaying Radiated Hungry Zombie
zombieJoeRadiatedWeak,Decaying Radiated Cadaver
zombieMoeRadiatedWeak,Decaying Radiated Bloated Walker
zombieArleneRadiatedWeak,Decaying Radiated Putrid Girl
zombieDarleneRadiatedWeak,Decaying Radiated Mother
zombieMarleneRadiatedWeak,Decaying Radiated Woman
zombieYoRadiatedWeak,Decaying Radiated Carcass
zombieSteveRadiatedWeak,Decaying Radiated Corpse
zombieSoldierRadiatedWeak,Decaying Radiated Soldier
zombieSkateboarderRadiatedWeak,Decaying Radiated Skater Zombie
zombieOldTimerRadiatedWeak,Decaying Radiated Zombie Cowboy
zombieBikerRadiatedWeak,Decaying Radiated Zombie Biker
zombieFemaleFatBomber,Bomber Hungry Zombie
zombieMoeBomber,Bomber Bloated Walker
zombieFatCopBomber,Bomber Policeman
zombieFatHawaiianBomber,Bomber Tourist
zombieArleneWeak,Decaying Putrid Girl
zombieBikerWeak,Decaying Zombie Biker
zombieBoeWeak,Decaying Infected Survivor
zombieBusinessManWeak,Decaying Zombie Businessman
zombieCheerleaderWeak,Decaying Cheerleader Zombie
zombieDarleneWeak,Decaying Mother
zombieFarmerWeak,Decaying Zombie Farmer
zombieFatHawaiianWeak,Decaying Disturbed Tourist
zombieFemaleFatWeak,Decaying Hungry Zombie
zombieJoeWeak,Decaying Festering Cadaver
zombieMaleHazmatWeak,Decaying Hazardous Worker
zombieMarleneWeak,Decaying Departed Woman
zombieMoeWeak,Decaying Bloated Walker
zombieNurseWeak,Decaying Plagued Nurse
zombieOldTimerWeak,Decaying Zombie Cowboy
zombieSkateboarderWeak,Decaying Skater Punk Zombie
zombieSoldierWeak,Decaying Fallen Soldier
zombieSteveWeak,Decaying Reanimated Corpse
zombieStripperWeak,Decaying Zombie Stripper
zombieCheerleaderWeak,Decaying Zombie Stripper
zombieCheerleader,Zombie Stripper
zombieCheerleaderFeral,Feral Stripper
zombieCheerleaderRadiated,Radiated Stripper
zombieCheerleaderDemon,Demonic Stripper
zombieCheerleaderBM,Zombie Stripper
zombieCheerleaderFeralBM,Feral Stripper
zombieCheerleaderRadiatedBM,Radiated Stripper
zombieOldTimerWeak,Decaying Zombie Stripper
zombieOldTimer,Zombie Stripper
zombieOldTimerRadiatedWeak,Decaying Radiated Stripper
zombieOldTimerFeral,Feral Stripper
zombieOldTimerRadiated,Radiated Stripper
zombieOldTimerDemon,Demonic Stripper
zombieOldTimerBM,Zombie Stripper
zombieOldTimerRadiatedWeakBM,Decaying Radiated Stripper
zombieOldTimerFeralBM,Feral Stripper
zombieOldTimerRadiatedBM,Radiated Stripper
zombieFootballPlayer,Zombie Stripper
zombieFootballPlayerFeral,Feral Stripper
zombieFootballPlayerRadiated,Radiated Stripper
zombieFootballPlayerBM,Zombie Stripper
zombieFootballPlayerFeralBM,Feral Stripper
zombieFootballPlayerRadiatedBM,Radiated Stripper
zombieUtilityWorkerWeak,Decaying Utility Worker Zombie
zombieYoWeak,Decaying Rotting Carcass
DFzombieBuisnesswomanWeak,Decaying Zombie Businesswoman
DFzombieMaleStripperWeak,Decaying Zombie Stripper
DFzombieBadGirlWeak,Decaying Skater Punk Zombie
DFzombieBikerFemaleWeak,Decaying Zombie Biker
DFzombieDoctorMaleWeak,Decaying Former Doctor
DFzombieDoctorFemaleWeak,Decaying Former Doctor
DFzombieChildFemaleWeak,Decaying Deceased Girl
DFzombieChildFemale2Weak,Decaying Tarty Teen
DFzombieChildMaleWeak,Decaying Young Fan
DFzombieChildMale2Weak,Decaying Festering Kid
DFzombieChildMale3Weak,Decaying Tough Teen
zombieBoeRadiated,Radiated Infected Survivor
zombieFemaleFatRadiated,Radiated Hungry Zombie
zombieJoeRadiated,Radiated Cadaver
zombieMoeRadiated,Radiated Bloated Walker
zombieArleneRadiated,Radiated Putrid Girl
zombieDarleneRadiated,Radiated Mother
zombieMarleneRadiated,Radiated Woman
zombieYoRadiated,Radiated Carcass
zombieSteveRadiated,Radiated Corpse
zombieSoldierRadiated,Radiated Soldier
zombieSkateboarderRadiated,Radiated Skater Zombie
zombieSkateboarderFemale,Skater Punk Zombie
zombieSkateboarderFeralFemale,Feral Skater Zombie
zombieSkateboarderRadiatedFemale,Radiated Skater Zombie
zombieOldTimerRadiated,Radiated Zombie Cowboy
zombieBikerRadiated,Radiated Zombie Biker
legendaryZombieBiker,Tough Zombie Biker
legendaryZombieLab,Tough Lab Zombie
zombieBusinessManLegendary,Tough Zombie Business Man
legendaryZombieUtilityWorker,Tough Zombie Utility Worker
zombieCheerleaderRadiated,Radiated Zombie Cheerleader
zombieFatHawaiianRadiated,Radiated Disturbed Tourist
zombieMaleHazmatRadiated,Radiated Hazardous Worker
zombieFarmerRadiated,Radiated Zombie Farmer
zombieNurseRadiated,Radiated Nurse
zombieSpiderRadiated,Radiated Spider Zombie
zombieWightDemon,Demonic Wight
zombieBoeDemon,Demonic Infected Survivor
zombieFemaleFatDemon,Demonic Hungry Zombie
zombieJoeDemon,Demonic Cadaver
zombieMoeDemon,Demonic Bloated Walker
zombieArleneDemon,Demonic Putrid Girl
zombieLabDemon,Demonic Lab Technician
zombieDarleneDemon,Demonic Mother
zombieMarleneDemon,Demonic Departed Woman
zombieYoDemon,Demonic Rotting Carcass
zombieSteveDemon,Demonic Reanimated Corpse
zombieSoldierDemon,Demonic Soldier
zombieSkateboarderDemon,Demonic Skater
zombieOldTimerDemon,Demonic Cowboy
zombieBikerDemon,Demonic Biker
zombieBusinessManDemon,Demonic Businessman
zombieSpiderDemon,Demonic Spider
zombieCheerleaderDemon,Demonic Cheerleader
zombieFarmerDemon,Demonic Farmer
zombieFatHawaiianDemon,Demonic Disturbed Tourist
zombieFatCopDemon,Demonic Policeman
zombieMaleHazmatDemon,Demonic Hazardous Worker
zombieNurseDemon,Demonic Plagued Nurse
zombieStripperDemon,Demonic Stripper
zombieUtilityWorkerDemon,Demonic Utility Worker
zombieNurseBoss,Mutated Nurse
zombieSoldierBoss,Mutated Soldier
zombieFootballPlayerBoss,Mutated Team Z Player
zombieMoeBoss,Mutated Bloated Walker
zombieWightBoss,Mutated Wight
zombieFatCopBoss,Mutated Policeman
DFNightStalker,Night Stalker
DFNightStalkerBoss,Mutated Stalker
DemonBehemoth,Demonic Behemoth
zombieLab,Lab Technician
zombieLabFeral,Feral Lab Technician
zombieLabRadiated,Radiated Lab Technician
zombieWightRadiated,Radiated Wight
zombieMaleHazmatFeral,Feral Hazardous Worker
zombieBusinessManRadiated,Radiated Zombie Businessman
animalZombieBear,Zombie Bear
animalBigSnake,Rattlesnake
animalHellwolf,Hellwolf
animalBoarFemale,Boar
animalCow,Cow
animalBull,Cow
animalFarmCow,Cow (Female)
animalFarmCowMale,Cow (Male)
animalFarmChickenFemale,Chicken (Tame)
animalSheep,Sheep
animalSheepMale,Sheep
animalFarmSheep,Sheep (Female)
animalFarmSheepMale,Sheep (Male)
animalGoat,Goat
animalGoatFemale,Goat
animalFarmGoat,Goat (Female)
animalFarmGoatMale,Goat (Male)
animalFarmBoar,Boar (Female)
animalFarmBoarMale,Boar (Male)
animalWolfTame,Wolf (Female)
animalWolfTameMale,Wolf (Male)
animalAny,Any Animal
animalBoarWild,Boar
animalHornet,Hornet
zombieArleneBM,Putrid Girl
zombieArleneFeralBM,Feral Putrid Girl
zombieBehemoth,Zombie Behemoth
zombieSteveBM,Reanimated Corpse
zombieSteveCrawler,Crawler
zombieSteveCrawlerFeral,Feral Crawler
animalZombieDogRad,Radiated Zombie Dog
zombieBusinessWoman,Zombie Businesswoman
zombieBusinessWomanFeral,Feral Businesswoman
zombieBusinessWomanRadiated,Radiated Businesswoman
zombieBusinessWomanLegendary,Tough Zombie Businesswoman
zombieBusinessWomanWeak,Decaying Zombie Businesswoman
zombieBusinessWomanDemon,Demonic Businesswoman
zombiePartyGirlDemon,Demonic Party Girl
zombiePartyGirlWeak,Decaying Party Girl
zombiePrepper,Failed Prepper
zombiePrepperFeral,Feral Prepper
zombiePrepperRadiated,Radiated Prepper
DFelectricfencepostTitanium,Titanium Electric Fence Post
DFnpcRazor,Razor
DFnpcDoctorAnna,Doctor Anna
DFFemaleSurvivor1Club,Survivor
DFFemaleSurvivor1Bat,Survivor
DFFemaleSurvivor1BatBarbed,Survivor
DFFemaleSurvivor1BatChain,Survivor
DFFemaleSurvivor1Knife,Survivor
DFFemaleSurvivor1Machete,Survivor
DFFemaleSurvivor2Club,Survivor
DFFemaleSurvivor2Bat,Survivor
DFFemaleSurvivor2BatBarbed,Survivor
DFFemaleSurvivor2BatChain,Survivor
DFFemaleSurvivor2Knife,Survivor
DFFemaleSurvivor2Machete,Survivor
DFFemaleSurvivor3Club,Survivor
DFFemaleSurvivor3Bat,Survivor
DFFemaleSurvivor3BatBarbed,Survivor
DFFemaleSurvivor3BatChain,Survivor
DFFemaleSurvivor3Knife,Survivor
DFFemaleSurvivor3Machete,Survivor
DFFemaleSurvivor4Club,Survivor
DFFemaleSurvivor4Bat,Survivor
DFFemaleSurvivor4BatBarbed,Survivor
DFFemaleSurvivor4BatChain,Survivor
DFFemaleSurvivor4Knife,Survivor
DFFemaleSurvivor4Machete,Survivor
DFMaleSurvivor1Club,Survivor
DFMaleSurvivor1Bat,Survivor
DFMaleSurvivor1BatBarbed,Survivor
DFMaleSurvivor1BatChain,Survivor
DFMaleSurvivor1Knife,Survivor
DFMaleSurvivor1Machete,Survivor
DFMaleSurvivor2Club,Survivor
DFMaleSurvivor2Bat,Survivor
DFMaleSurvivor2BatBarbed,Survivor
DFMaleSurvivor2BatChain,Survivor
DFMaleSurvivor2Knife,Survivor
DFMaleSurvivor2Machete,Survivor
DFMaleSurvivor3Club,Survivor
DFMaleSurvivor3Bat,Survivor
DFMaleSurvivor3BatBarbed,Survivor
DFMaleSurvivor3BatChain,Survivor
DFMaleSurvivor3Knife,Survivor
DFMaleSurvivor3Machete,Survivor
DFMaleSurvivor4Club,Survivor
DFMaleSurvivor4Bat,Survivor
DFMaleSurvivor4BatBarbed,Survivor
DFMaleSurvivor4BatChain,Survivor
DFMaleSurvivor4Knife,Survivor
DFMaleSurvivor4Machete,Survivor
DFFemaleBandit1Club,Bandit
DFFemaleBandit1Bat,Bandit
DFFemaleBandit1BatBarbed,Bandit
DFFemaleBandit1BatChain,Bandit
DFFemaleBandit1Knife,Bandit
DFFemaleBandit1Machete,Bandit
DFFemaleBandit2Club,Bandit
DFFemaleBandit2Bat,Bandit
DFFemaleBandit2BatBarbed,Bandit
DFFemaleBandit2BatChain,Bandit
DFFemaleBandit2Knife,Bandit
DFFemaleBandit2Machete,Bandit
DFFemaleBandit3Club,Bandit
DFFemaleBandit3Bat,Bandit
DFFemaleBandit3BatBarbed,Bandit
DFFemaleBandit3BatChain,Bandit
DFFemaleBandit3Knife,Bandit
DFFemaleBandit3Machete,Bandit
DFFemaleBandit4Club,Bandit
DFFemaleBandit4Bat,Bandit
DFFemaleBandit4BatBarbed,Bandit
DFFemaleBandit4BatChain,Bandit
DFFemaleBandit4Knife,Bandit
DFFemaleBandit4Machete,Bandit
DFMaleBandit1Club,Bandit
DFMaleBandit1Bat,Bandit
DFMaleBandit1BatBarbed,Bandit
DFMaleBandit1BatChain,Bandit
DFMaleBandit1Knife,Bandit
DFMaleBandit1Machete,Bandit
DFMaleBandit2Club,Bandit
DFMaleBandit2Bat,Bandit
DFMaleBandit2BatBarbed,Bandit
DFMaleBandit2BatChain,Bandit
DFMaleBandit2Knife,Bandit
DFMaleBandit2Machete,Bandit
DFMaleBandit3Club,Bandit
DFMaleBandit3Bat,Bandit
DFMaleBandit3BatBarbed,Bandit
DFMaleBandit3BatChain,Bandit
DFMaleBandit3Knife,Bandit
DFMaleBandit3Machete,Bandit
DFMaleBandit4Club,Bandit
DFMaleBandit4Bat,Bandit
DFMaleBandit4BatBarbed,Bandit
DFMaleBandit4BatChain,Bandit
DFMaleBandit4Knife,Bandit
DFMaleBandit4Machete,Bandit
wanderingTrader,Wandering Trader
SeasonedSurvivor,Seasoned Survivor
zombieDemolition,Demolisher Zombie
zombieDemolitionMutated,Mutated Demolisher Zombie
animalZombieBearDemon,Hellbear
animalZombieVultureDemon,Hellpidgeon
DFzombieTitan,Zombie Titan
DFzombieTitanRadiated,Radiated Titan
zombieCheerleaderDemon,Demonic Stripper
zombieCheerleaderRadiated,Radiated Stripper
zombieDoctorFemale,Infected Doctor
zombieDoctorFemaleFeral,Feral Infected Doctor
zombieDoctorFemaleRadiated,Radiated Doctor
zombieDoctorMale,Infected Doctor
zombieDoctorMaleFeral,Feral Infected Doctor
zombieDoctorMaleRadiated,Radiated Doctor
zombieLabMale,Zombie Researcher
zombieLabMaleFeral,Feral Researcher
zombieLabMaleRadiated,Radiated Researcher
zombieFootballPlayerBoss,Mutated Stripper
zombieGangstaFemale,Former Gangster
zombieGangstaFeralFemale,Feral Gangster
zombieGangstaRadiatedFemale,Radiated Gangster
zombieGangstaMale,Former Gangster
zombieGangstaFeralMale,Feral Gangster
zombieGangstaRadiatedMale,Former Gangster
zombieJanitorWeak,Decaying Janitor
zombieJanitorRadiatedWeak,Decaying Radiated Janitor
zombieJanitorRadiated,Radiated Janitor
zombieJanitorDemon,Feral Janitor
zombieLabLegendary,Tough Lab Technician
EntityLootContainerDemo,Dropped Loot
EntityLootContainerBikerFeral,Dropped Loot
EntityLootContainerBusinessManFeral,Dropped Loot
EntityLootContainerBusinessManFeralRad,Dropped Loot
EntityLootContainerBusinessManDemon,Dropped Loot
EntityLootContainerBikerRadiated,Dropped Loot
EntityLootContainerMoeFeral,Dropped Loot
EntityLootContainerMoeFeralRad,Dropped Loot
EntityLootContainerCopRegular,Dropped Loot
EntityLootContainerCopRad,Dropped Loot
EntityLootContainerCopFeral,Dropped Loot
EntityLootContainerCopRadFeral,Dropped Loot
EntityLootContainerNurseRegular,Dropped Loot
EntityLootContainerNurseRad,Dropped Loot
EntityLootContainerNurseFeral,Dropped Loot
EntityLootContainerNurseRadFeral,Dropped Loot
EntityLootContainerHawaiianRegular,Dropped Loot
EntityLootContainerWightRegular,Dropped Loot
EntityLootContainerHazmatRegular,Dropped Loot
EntityLootContainerHazmatRad,Dropped Loot
EntityLootContainerHazmatFeral,Dropped Loot
EntityLootContainerHazmatRadFeral,Dropped Loot
EntityLootContainerSnowRegular,Dropped Loot
EntityLootContainerSnowRad,Dropped Loot
EntityLootContainerSnowFeral,Dropped Loot
EntityLootContainerSnowRadFeral,Dropped Loot
EntityLootContainerSoldierRegular,Dropped Loot
EntityLootContainerSoldierRad,Dropped Loot
EntityLootContainerStripperFeral,Dropped Loot
EntityLootContainerStripperRadiated,Dropped Loot
EntityLootContainerHawaiianFeral,Dropped Loot
EntityLootContainerHawaiianRadiated,Dropped Loot
EntityLootContainerStripperDemon,Dropped Loot
EntityLootContainerSkateboarderFeral,Dropped Loot
EntityLootContainerSkateboarderFeralRad,Dropped Loot
EntityLootContainerSkateboarderRad,Dropped Loot
EntityLootContainerUtilityWorkerFeral,Dropped Loot
EntityLootContainerUtilityWorkerRadiated,Dropped Loot
EntityLootContainerUtilityWorkerDemon,Dropped Loot
EntityLootContainerLabRegular,Dropped Loot
EntityLootContainerLabFeral,Dropped Loot
EntityLootContainerLabFeralRad,Dropped Loot
EntityLootContainerHawaiianRadiated,Dropped Loot
EntityLootContainerDemoMutated,Dropped Loot
EntityLootContainerPrepperRegular,Dropped Loot
EntityLootContainerPrepperRad,Dropped Loot
EntityLootContainerPrepperFeral,Dropped Loot
EntityLootContainerPrepperFeralRad,Dropped Loot
EntityLootContainerPrepperDemon,Dropped Loot
EntityLootContainerSoldierFeral,Dropped Loot
EntityLootContainerSoldierRadFeral,Dropped Loot
EntityLootContainerUtilityWorkerRegular,Dropped Loot
